course_id,course_code,course_name
8043,AICC-0000-280,MOSBY'S PRECEPTOR 3.0: PROVIDING EFFECTIVE FEEDBACK: PRECEPTOR ACTIVITY
8044,AICC-0000-281,MOSBY'S PRECEPTOR 3.0: ROLE OF THE PRECEPTOR: DISCUSSION ACTIVITY
8045,AICC-0000-282,MOSBY'S PRECEPTOR 3.0: NOVICE TO EXPERT CONTINUUM: DISCUSSION ACTIVITY
8046,AICC-0000-283,MOSBY'S PRECEPTOR 3.0: PRECEPTEE ASSIGNMENTS AND TIME MANAGEMENT: DISCUSSION ACTIVITY
8047,AICC-0000-284,MOSBY'S PRECEPTOR 3.0: THE PRECEPTEE LEARNING ENVIRONMENT: DISCUSSION ACTIVITY
8048,AICC-0000-285,MOSBY'S PRECEPTOR 3.0: CULTURAL INFLUENCES AND DIVERSITY: DISCUSSION ACTIVITY
8049,AICC-0000-286,MOSBY'S PRECEPTOR 3.0: NEGOTIATING CONFLICT: DISCUSSION ACTIVITY
8050,AICC-0000-287,MOSBY'S PRECEPTOR 3.0: UNDERSTANDING CRITICAL THINKING: DISCUSSION ACTIVITY
8051,AICC-0000-288,MOSBY'S PRECEPTOR 3.0: PROMOTING AND DEVELOPING CRITICAL THINKING: DISCUSSION ACTIVITY
8052,AICC-0000-289,MOSBY'S PRECEPTOR 3.0: EFFECTIVE COMMUNICATION: DISCUSSION ACTIVITY
8053,AICC-0000-290,MOSBY'S PRECEPTOR 3.0: ASSESSING AND SETTING GOALS: DISCUSSION ACTIVITY
8054,AICC-0000-291,MOSBY'S PRECEPTOR 3.0: ADULT LEARNING PRINCIPLES: DISCUSSION ACTIVITY
8055,AICC-0000-292,MOSBY'S PRECEPTOR 3.0: LEARNING STYLES: DISCUSSION ACTIVITY
8056,AICC-0000-293,MOSBY'S PRECEPTOR 3.0: COACHING PLANS: DISCUSSION ACTIVITY
8057,AICC-0000-294,MOSBY'S PRECEPTOR 3.0: DEVELOPING COMPETENCY: DISCUSSION ACTIVITY
8058,AICC-0000-295,MOSBY'S PRECEPTOR 3.0: EVALUATING PERFORMANCE: DISCUSSION ACTIVITY
8059,AICC-0000-296,MOSBY'S PRECEPTOR 3.0: PROVIDING EFFECTIVE FEEDBACK: DISCUSSION ACTIVITY
8060,AICC-0000-02,NURSE PRECEPTOR I (1 OF 4): ROLE OF PRECEPTOR
8061,AICC-0000-09,COMMUNICATION: EFFECTIVE SKILLS: PRECEPTOR ACTIVITY
8062,AICC-0000-10,COMMUNICATION: FEEDBACK AND CONFLICT MANAGEMENT: PRECEPTOR ACTIVITY
8063,AICC-0000-11,COMPETENCY: DOMAINS OF LEARNING AND PERFORMANCE: PRECEPTOR ACTIVITY
8064,AICC-0000-12,COMPETENCY: NOVICE TO EXPERT CONTINUUM AND PERFORMANCE: PRECEPTOR ACTIVITY
8065,AICC-0000-13,CRITICAL THINKING I: UNDERSTANDING CRITICAL THINKING AND THE ROLE OF THE PRECEPTOR: PRECEPTOR ACTIVITY
8066,AICC-0000-14,CRITICAL THINKING II: PROMOTING AND DEVELOPING: PRECEPTOR ACTIVITY
8067,AICC-0000-224,PRECEPTING IN ACTION: ASSESSING AND SETTING GOALS: PRECEPTOR ACTIVITY
8068,AICC-0000-225,PRECEPTING IN ACTION: DEVELOPING AND IMPLEMENTING A COACHING PLAN: PRECEPTOR ACTIVITY
8069,AICC-0000-226,PRECEPTING IN ACTION: EVALUATING PERFORMANCE: PRECEPTOR ACTIVITY
8070,AICC-0000-227,PRECEPTOR COURSE: COMPETENCY: DOMAINS OF LEARNING AND PERFORMANCE
8071,AICC-0000-228,PRECEPTOR COURSE: CRITICAL THINKING I: UNDERSTANDING CRITICAL THINKING AND THE ROLE OF THE PRECEPTOR
8072,AICC-0000-229,PRECEPTOR COURSE: CRITICAL THINKING II: PROMOTING AND DEVELOPING
8073,AICC-0000-230,PRECEPTOR COURSE: MOSBY'S PRECEPTOR: OVERVIEW FOR COURSE PLANNERS
8074,AICC-0000-231,PRECEPTOR COURSE: PRECEPTING IN ACTION: ASSESSING AND SETTING GOALS
8075,AICC-0000-232,PRECEPTOR COURSE: PRECEPTING IN ACTION: DEVELOPING AND IMPLEMENTING A COACHING PLAN
8076,AICC-0000-233,PRECEPTOR COURSE: PRECEPTING IN ACTION: EVALUATING PERFORMANCE
8077,AICC-0000-234,PRECEPTOR COURSE: SUPPORTING THE PRECEPTEE: ASSIGNMENTS AND TIME MANAGEMENT
8078,AICC-0000-235,PRECEPTOR COURSE: TEACHING/LEARNING PROCESS: LEARNING STYLES
8079,AICC-0000-236,RCT CERNER PATIENT SELECTION & DUPLICATE FIN PREVENTION
8080,AICC-0000-237,RCT CERNER PATIENT SELECTION USING ACCOUNT NUMBER
8081,AICC-0000-238,REV INT ? 2021 CPT UPDATES
8082,AICC-0000-239,RI ? INTRO TO PRO FEE CARDIOLOGY CODING 2021 (CBL)
8083,AICC-0000-240,ROLE OF A PRECEPTOR: PROMOTING SELF CARE: PRECEPTOR ACTIVITY
8084,AICC-0000-241,SUPPORTING THE PRECEPTEE: ASSIGNMENTS AND TIME MANAGEMENT: PRECEPTOR ACTIVITY
8085,AICC-0000-242,SUPPORTING THE PRECEPTEE: THE LEARNING ENVIRONMENT: PRECEPTOR ACTIVITY
8086,AICC-0000-243,TEACHING/LEARNING PROCESS: ADULT LEARNING PRINCIPLES AND COMPETENCY DEVELOPMENT: PRECEPTOR ACTIVITY
8087,AICC-0000-244,TEACHING/LEARNING PROCESS: CULTURAL INFLUENCES: PRECEPTOR ACTIVITY 01
8088,AICC-0000-245,TEACHING/LEARNING PROCESS: CULTURAL INFLUENCES: PRECEPTOR ACTIVITY 02
8089,AICC-0000-246,TEACHING/LEARNING PROCESS: LEARNING STYLES: PRECEPTOR ACTIVITY
9966,SCORM-0000-180,TEMP7
9967,SCORM-0000-50,HEARTCODE&REG; PALS
9968,SCORM-0000-51,HEARTCODE? ACLS
9969,SCORM-0000-52,HEARTCODE? BLS
9970,SCORM-0000-215,ACUTE RESPIRATORY ILLNESS PANDEMIC TRAINING FOR HEALTHCARE WORKERS
9971,SCORM-0000-223,HEARTCODE ACLS ONLINE
9972,SCORM-0000-224,HEARTCODE BLS ONLINE
9973,SCORM-0000-225,HEARTCODE PALS ONLINE
